groups_Categorify,NA_argon,ts_month,place,TE_groups_Categorify,ts_weekday,crystal_type_Categorify,tracking,TE_crystal_type_Categorify,argon,crystal_supergroup_Categorify,CE_TE_groups_Categorify,Cycle_Categorify,super_hero_group_Categorify,TE_Cycle_Categorify,chemical_x,expected_final_factor_x,NA_chemical_x,first_factor_x
6,0,10,1,94.70324314245363,2,22,85181,62.61667475365656,-0.005268057363153199,2,31,3,3,93.15123991856626,16.13333333,0.5499114863222307,0,0.6218296380228218
6,0,10,1,94.44330464579241,2,22,85191,61.98081472073217,-0.006192299816202164,2,31,3,3,93.17232502667328,16.16666667,0.5494114011115561,0,0.938164371019437
6,0,10,1,94.86316342982487,2,22,85201,62.3764732857476,-0.022092261412583553,2,30,3,3,93.18869600213468,19.03333333,0.006007450529781448,0,0.23171451446312025
6,0,10,1,94.60541680504502,2,22,85211,62.99903212171901,-0.022462129743208055,2,31,3,3,93.34573243852745,22.35,-0.15814740314020556,0,0.34406874921007025
6,0,10,1,94.99028422220128,2,22,85231,62.67048951592464,-0.023016943794317516,2,31,3,2,93.26119072032759,23.21666667,0.0058226016539001885,0,0.26950865010324426
6,0,11,1,94.70324314245363,5,22,585121,62.61667475365656,0.20014476232759898,2,31,3,2,93.15123991856626,17.61666667,0.07156357048197531,0,-0.45471840308432243
6,0,11,1,94.44330464579241,5,22,85251,61.98081472073217,-0.01599023102682528,2,31,3,2,93.17232502667328,24.18333333,-0.12401515912201917,0,1.1070948944199084
6,0,11,1,94.86316342982487,5,22,85271,62.3764732857476,0.27847508421044903,2,30,3,2,93.18869600213468,31.1,-0.12739531836512172,0,-0.06283660181892821
6,0,11,1,94.60541680504502,5,22,85281,62.99903212171901,0.5524160514882325,2,31,3,4,93.34573243852745,30.86666667,0.9562995640283327,0,-0.11520233034703402
6,0,11,1,94.99028422220128,5,22,85311,62.67048951592464,-0.00046210605304771677,2,31,3,4,93.26119072032759,19.81666667,0.5652989516872357,0,0.5367505280051158
6,0,11,1,94.70324314245363,5,22,85331,62.61667475365656,0.01599023102682528,2,31,3,4,93.15123991856626,22.26666667,-0.1863295576913578,0,0.5426869089906652
6,0,11,1,94.44330464579241,5,22,85341,61.98081472073217,0.015805341895333974,2,31,3,4,93.17232502667328,29.48333333,-0.31032660442507776,0,1.0587364091170364
6,0,11,1,94.86316342982487,5,22,85351,62.3764732857476,0.01654490503127298,2,30,3,4,93.18869600213468,23.21666667,-0.19207694944134518,0,0.8994698874472392
6,0,11,1,94.60541680504502,5,22,85361,62.99903212171901,0.013956507924397692,2,31,3,4,93.34573243852745,20.63333333,-0.193227939935148,0,1.1787053331125827
6,0,11,1,94.99028422220128,5,22,85371,62.67048951592464,0.012847254146707452,2,31,3,4,93.26119072032759,27.65,-0.19188516724322485,0,0.23894314625546578
6,0,11,1,94.70324314245363,5,22,585231,62.61667475365656,0.011922900264716856,2,31,3,4,93.15123991856626,27.6,-0.0065619996711986,0,0.7808377701905185
6,0,11,1,94.44330464579241,5,22,585241,61.98081472073217,0.059125976304112635,2,31,3,3,93.17232502667328,14.68333333,0.7921607520151557,0,-0.3417817474906611
6,0,11,1,94.86316342982487,5,22,85391,62.3764732857476,0.022092261412583553,2,30,3,3,93.18869600213468,17.6,0.14528527694385016,0,0.16231970110832558
6,0,11,1,94.60541680504502,5,22,85411,62.99903212171901,0.021722399126417394,2,31,3,3,93.34573243852745,17.78333333,-0.012662381664515675,0,-0.11670108548745226
6,0,12,1,94.99028422220128,0,22,85451,62.67048951592464,0.020797769190182388,2,31,3,3,93.26119072032759,33.13333333,0.06376452463654207,0,0.6185710185343901
6,0,12,1,94.70324314245363,0,22,85461,62.61667475365656,0.019873174814306088,2,31,3,3,93.15123991856626,14.65,0.600082658093857,0,1.2341402942047073
6,0,12,1,94.44330464579241,0,22,85471,61.98081472073217,0.01783918455724042,2,31,3,3,93.17232502667328,15.51666667,-0.012292639284111742,0,-0.27368750612073817
6,0,12,1,94.86316342982487,0,22,85481,62.3764732857476,0.017469384497889907,2,30,3,3,93.18869600213468,20.81666667,0.413648041623104,0,0.42068739160257934
6,0,12,1,94.60541680504502,0,22,85501,62.99903212171901,0.010813702361106547,2,31,3,4,93.34573243852745,17.36666667,-0.09949529087323615,0,-0.38074855412881425
6,0,12,1,94.99028422220128,0,22,85511,62.67048951592464,0.003974132695358794,2,31,3,4,93.26119072032759,26.68333333,0.06302217767474128,0,0.677069655391131
6,0,12,1,94.70324314245363,0,22,85521,62.61667475365656,0.0034195978782914616,2,31,3,4,93.15123991856626,24.65,-0.09762882228235942,0,0.34282084909193083
6,0,12,1,94.44330464579241,0,22,85531,61.98081472073217,0.713642016676113,2,31,3,4,93.17232502667328,46.33333333,0.40273022147340204,0,-0.22470442471535607
6,0,12,1,94.86316342982487,0,6,85551,92.8675238546491,0.002680221334750832,2,30,3,4,93.18869600213468,19.66666667,0.470285753009935,0,1.596191980618232
6,0,12,1,94.60541680504502,0,6,85561,92.54303806419696,0.00231053421241529,2,31,3,4,93.34573243852745,19.26666667,-0.3199212498415193,0,0.9852315051489964
6,0,12,1,94.99028422220128,0,6,85581,92.92346630894006,0.002125690894395966,2,31,3,4,93.26119072032759,17.95,-0.3777604468479472,0,1.4564800323487677
6,0,12,1,94.70324314245363,0,6,85591,92.03736542299193,0.0017560046814972528,2,31,3,4,93.15123991856626,17.45,-0.37733412577339126,0,1.2332934127159187
6,0,12,1,94.44330464579241,0,6,585451,92.9340524947378,0.0015711617613551644,2,31,3,3,93.17232502667328,11.51666667,-0.32033082953117514,0,0.49927953046431645
6,0,7,1,94.86316342982487,0,6,85631,92.8675238546491,0.0008317910281106125,2,30,3,3,93.18869600213468,21.26666667,-0.40034122148039275,0,0.37968059503570023
6,0,7,1,94.60541680504502,0,6,85671,92.54303806419696,0.0006469485184750883,2,31,3,3,93.34573243852745,15.83333333,0.4698246586530728,0,0.9421909046532322
6,0,7,1,94.99028422220128,0,6,85681,92.92346630894006,-0.0002772636191977508,2,31,3,3,93.26119072032759,22.65,-0.321970225259251,0,0.03504197419225765
6,0,7,1,94.70324314245363,0,6,85701,92.03736542299193,0.004898362990400028,2,31,3,5,93.15123991856626,19.31666667,0.06877724676524206,0,0.9184733382437897
6,0,7,1,94.44330464579241,0,6,85721,92.9340524947378,0.6264687561769232,2,31,3,5,93.17232502667328,29.01666667,-0.26514087094449473,0,1.478780489353341
6,0,7,1,94.86316342982487,0,74,85731,103.0315412331894,0.1273953183651216,2,30,3,5,93.18869600213468,23.35,0.7066026637400158,0,1.9411037140395355
6,0,7,1,94.60541680504502,0,74,85751,98.38084374820093,0.28748652206165864,2,31,3,5,93.34573243852745,25.61666667,-0.26533918578853377,0,1.0169526734346832
6,0,7,1,94.99028422220128,0,74,585631,101.2949391629424,1.1779643509652074,2,31,3,5,93.26119072032759,38.41666667,0.6715358718720972,0,-0.41804278468857065
6,0,7,1,94.70324314245363,0,74,85781,100.1802585199166,0.9665479373089636,2,31,3,5,93.15123991856626,59.31666667,0.43601031495376985,0,1.3518713748591704
6,0,7,1,94.44330464579241,0,56,85811,99.40784841655042,0.3641849928680645,2,31,3,4,93.17232502667328,43.36666667,0.4328849504529509,0,0.3490711325828387
6,0,7,1,94.86316342982487,1,56,85831,97.2502105476791,0.007671110403133142,2,30,3,4,93.18869600213468,19.56666667,-0.10715520898900656,0,0.9003007333406644
6,0,7,1,94.60541680504502,1,56,85841,96.24725808308878,0.007116552848600365,2,31,3,4,93.34573243852745,25.36666667,-0.11370409257892197,0,1.5080028484713393
6,0,7,1,94.99028422220128,1,56,85861,96.40229544693297,0.006746850265043347,2,31,3,4,93.26119072032759,23.1,-0.2764787209806289,0,0.7011420760013909
6,0,7,1,94.70324314245363,1,56,85881,97.96701333424342,0.005637753175924078,2,31,3,4,93.15123991856626,32.8,0.25091577554211364,0,1.2444437710821825
6,0,7,1,94.44330464579241,1,50,85891,99.96565999818668,-0.05597322828873236,2,31,3,5,93.17232502667328,27.08333333,0.9341680305263158,0,1.4297827872565745
6,0,7,1,94.86316342982487,1,50,85901,93.75724650207911,-0.0565295129504418,2,30,3,5,93.18869600213468,18.6,0.2456077434603289,0,1.4706473344490851
6,0,7,1,94.60541680504502,1,50,85921,93.89668347972699,0.31419831401084164,2,31,3,5,93.34573243852745,17.78333333,-0.10752917808097129,0,-0.8509647147419244
6,0,7,1,94.99028422220128,1,50,585771,94.54535437439303,-0.05745673197801538,2,31,3,5,93.26119072032759,12.73333333,-0.15114267598564107,0,0.673278927252739
6,0,7,1,94.70324314245363,1,50,585781,94.89694329631749,0.677069655391131,2,31,3,5,93.15123991856626,23.45,0.4767622498478956,0,-0.7633911160782637
6,0,7,1,94.44330464579241,1,50,85951,99.96565999818668,-0.05782764716416168,2,31,3,5,93.17232502667328,15.4,-0.09166062585109064,0,-0.09781543831999737
6,0,7,1,94.86316342982487,1,50,85961,93.75724650207911,-0.05838404981130047,2,30,3,5,93.18869600213468,16.5,0.69272996184975,0,1.0190368119834152
6,0,7,1,94.60541680504502,1,53,85991,101.92657302100812,-0.04818872185618841,2,31,3,4,93.34573243852745,21.73333333,0.6930287053614859,0,0.7285655482728045
6,0,7,1,94.99028422220128,1,53,86011,98.96495323346379,0.6996326511127793,2,31,3,4,93.26119072032759,23.08333333,0.25880569792695635,0,0.16345857593148977
6,0,7,1,94.70324314245363,2,53,86061,101.65671279816497,-0.04911512417232427,2,31,3,4,93.15123991856626,22.95,0.019133523852976626,0,0.7849319375414424
6,0,7,1,94.44330464579241,2,53,86081,103.23814343865779,-0.04985630665206716,2,31,3,4,93.17232502667328,21.56666667,0.17030084762547562,0,0.45176745273306645
6,0,7,1,94.86316342982487,2,15,86121,95.07665187139801,0.465224637521235,2,30,3,2,93.18869600213468,21.0,0.7970263228107302,0,0.18766950118878645
6,0,7,1,94.60541680504502,2,15,86121,93.70233087780507,1.3427877911707427,2,31,3,2,93.34573243852745,47.51666667,-0.37435370394450757,0,-1.4036522572322554
6,0,7,1,94.99028422220128,2,15,586001,93.1456867221836,-0.052450882134464076,2,31,3,2,93.26119072032759,26.71666667,-0.09632269965540226,0,0.3743537039445076
6,0,7,1,94.70324314245363,2,15,586011,93.90623599855256,0.3739284730259136,2,31,3,2,93.15123991856626,19.61666667,0.7084322479877453,0,-0.1383071794632626
6,0,7,1,94.44330464579241,2,15,86191,96.40957990252886,0.0985619707375533,2,31,3,5,93.17232502667328,13.18333333,-0.27607971316237356,0,0.1636484295535131
6,0,7,1,94.86316342982487,2,15,586041,95.07665187139801,0.27627920607508866,2,30,3,5,93.18869600213468,16.45,0.5377372901545078,0,-0.3285452587824015
6,0,7,1,94.60541680504502,3,15,586051,93.70233087780507,-0.05912597630411273,2,31,3,5,93.34573243852745,13.16666667,0.24521510958062034,0,0.3355625118511201
6,0,7,1,94.99028422220128,3,15,586091,93.1456867221836,-0.0665489585148747,2,31,3,5,93.26119072032759,14.9,0.5402087909595247,0,0.33514882295652365
6,0,7,1,94.70324314245363,3,53,86261,101.65671279816497,0.12720745606284548,2,31,3,5,93.15123991856626,18.76666667,0.7747451453625697,0,1.0195592320799942
6,0,7,1,94.44330464579241,3,53,586121,103.23814343865779,0.5704024988763579,2,31,3,2,93.17232502667328,26.46666667,-0.14906307752914227,0,-0.11052202286311429
6,0,7,1,94.86316342982487,3,53,586131,101.03967030114207,-0.0671059677599981,2,30,3,2,93.18869600213468,22.56666667,0.02394166553844432,0,0.16440796217272186
6,0,7,1,94.60541680504502,3,16,86301,100.338622357604,-0.06729164674513204,2,31,3,2,93.34573243852745,30.15,0.024126614750225393,0,1.2366916173212086
6,0,7,1,94.99028422220128,3,16,86321,101.6879756226292,-0.0676630186487423,2,31,3,2,93.26119072032759,17.18333333,-0.5345341246134102,0,0.01636001258214062
6,0,7,1,94.70324314245363,3,16,86341,100.05586862982513,-0.06877724676524197,2,31,3,2,93.15123991856626,20.48333333,-0.7035638238943692,0,0.5843331478486766
6,0,7,1,94.44330464579241,3,16,86351,99.41684896660287,-0.06896296798080573,2,31,3,2,93.17232502667328,25.51666667,-0.6663310145952478,0,0.39233871120913016
6,0,7,1,94.86316342982487,3,20,86361,105.38486223322084,-0.06914869395388373,2,30,3,2,93.18869600213468,23.93333333,-0.4576772942597426,0,0.38975410627860574
6,0,7,1,94.60541680504502,3,20,86371,103.38563762503964,-0.07063467457639275,2,31,3,2,93.34573243852745,21.03333333,-0.6657549245167733,0,0.2268440226925009
6,0,7,1,94.99028422220128,3,20,86391,105.74272766568332,-0.06562070135893264,2,31,3,5,93.26119072032759,33.2,-0.7856168607085028,0,0.7151816904203274
6,0,7,1,94.70324314245363,3,20,86411,105.89350588683838,-0.06506380144399902,2,31,3,5,93.15123991856626,19.85,-0.4022955165714042,0,-0.47444464950783444
6,0,7,1,94.44330464579241,4,12,86511,78.50538522430348,0.3747790702885031,2,31,3,3,93.17232502667328,28.26666667,0.23737810757192745,0,-0.040965497570239484
6,0,7,1,94.86316342982487,4,32,86531,95.7941026975564,0.21210252399164087,2,30,3,3,93.18869600213468,23.61666667,-0.5068980721228881,0,-0.19380362703657808
6,0,7,1,94.60541680504502,4,32,86551,96.59657535604245,0.10005536606414403,2,31,3,3,93.34573243852745,19.55,-0.4579052328968549,0,0.0587550049722107
6,0,7,1,94.99028422220128,4,46,586421,87.77469387659968,1.0525397430062189,2,31,3,2,93.26119072032759,40.26666667,0.02838092785868682,0,-0.1943794426258066
6,0,7,1,94.70324314245363,5,46,86611,88.47869074389024,0.9586110869398955,2,31,3,2,93.15123991856626,47.45,-0.5047494413856819,0,-1.0046294260806836
6,0,7,1,94.44330464579241,5,46,86621,87.60244305943684,-0.0609810791529789,2,31,3,2,93.17232502667328,23.33333333,0.027086035243184304,0,0.7977244898056247
6,0,7,1,94.86316342982487,5,46,86631,87.67904374204618,-0.06135214968596505,2,30,3,2,93.18869600213468,26.11666667,0.073793427706955,0,0.7945888346805919
6,0,7,1,94.60541680504502,5,46,86661,87.17764269954064,-0.06172323711528656,2,31,3,2,93.34573243852745,37.96666667,-0.501654063204073,0,0.7869889229536614
6,0,7,1,94.99028422220128,5,46,86681,87.77469387659968,-0.06283660181892821,2,31,3,2,93.26119072032759,28.4,-0.3044349934746071,0,0.16118124719876434
6,0,7,1,94.70324314245363,5,46,586501,88.47869074389024,-0.06320775787142179,2,31,3,3,93.15123991856626,23.61666667,-0.58355329472092,0,-0.763722249844159
6,0,7,1,94.44330464579241,5,64,86691,103.85003690014491,0.5181958421986891,2,31,3,3,93.17232502667328,30.16666667,-0.3760559842781683,0,-0.644741347617194
6,0,7,1,94.86316342982487,5,64,86701,105.99191015935607,-0.06357893133933255,2,30,3,3,93.18869600213468,20.81666667,-0.8778898293594981,0,-0.9193334257859825
6,0,7,1,94.60541680504502,5,64,86711,101.5663671805451,0.27588024222176044,2,31,3,3,93.34573243852745,23.0,-0.9847438032902006,0,-1.2954182235169691
6,0,7,1,94.99028422220128,5,64,86731,98.18655210255865,-0.06395012232657753,2,31,3,3,93.26119072032759,20.3,-0.9065720969932404,0,0.2243156284147455
6,0,7,1,94.70324314245363,5,53,86771,101.65671279816497,0.2911041291650852,2,31,3,3,93.15123991856626,36.63333333,-0.07286423261889509,0,0.22703863433253707
6,0,7,1,94.44330464579241,5,30,86791,75.75036464076729,-0.047818184177220106,2,31,3,2,93.17232502667328,28.4,0.8751002197421021,0,1.3105611710122924
6,0,7,1,94.86316342982487,5,30,86801,81.35881104470185,0.3334952121495527,2,30,3,2,93.18869600213468,29.41666667,0.154169886960668,0,-0.3648183138551683
6,0,7,1,94.60541680504502,6,30,86821,79.28745045833821,-0.03134104684157012,2,31,3,2,93.34573243852745,33.06666667,0.07472275023955685,0,0.02431156561258137
6,0,7,1,94.99028422220128,6,81,86881,78.51751445812054,-0.03152607197740735,2,31,3,2,93.26119072032759,49.8,0.02634613766431469,0,0.8336789150320825
6,0,7,1,94.70324314245363,6,2,86921,85.0574356602052,1.5823294095205955,3,31,3,4,93.15123991856626,75.26666667,0.07565220185730945,0,-1.2257499084503836
6,0,7,1,94.44330464579241,6,2,586751,83.66167561528081,0.8818988490345203,3,31,3,4,93.17232502667328,44.8,0.23816048107929502,0,-0.5853740590262434
6,0,7,1,94.86316342982487,6,2,586771,83.83353863936696,0.8932777359243947,3,30,3,4,93.18869600213468,43.18333333,0.30423221328984396,0,-0.9586110869398955
6,0,7,1,94.60541680504502,6,2,586801,83.18506814805723,0.5184376530626889,3,31,3,3,93.34573243852745,34.43333333,0.2933186397842307,0,-0.7942413922501108
6,0,7,1,94.99028422220128,6,2,586821,83.09040465897598,1.1626940862426398,3,31,3,3,93.26119072032759,56.16666667,0.6912380951555511,0,-0.6185710185343901
6,0,7,1,94.70324314245363,6,2,586821,85.0574356602052,-0.03374654561455083,3,31,3,3,93.15123991856626,6.98333333,0.6835294565219665,0,0.09893527809558732
6,0,7,1,94.44330464579241,0,2,87041,83.66167561528081,-0.03522704491744749,3,31,3,3,93.17232502667328,28.55,0.23913885826064357,0,-0.15398060404618286
6,0,7,1,94.86316342982487,0,2,87051,83.83353863936696,-0.035412118055804076,3,30,3,3,93.18869600213468,27.16666667,0.5145759167837597,0,0.0991219421092057
6,0,7,1,94.60541680504502,0,2,87071,83.18506814805723,-0.030045930262481667,3,31,3,3,93.34573243852745,29.16666667,0.5150577929658651,0,0.1849902829508825
6,0,7,1,94.99028422220128,0,2,87081,83.09040465897598,-0.02523634512691295,3,31,3,3,93.26119072032759,30.1,0.9227874552803881,0,0.30910589515379494
6,0,7,1,94.70324314245363,0,2,87101,85.0574356602052,-0.025421306159086436,3,31,3,3,93.15123991856626,27.5,0.013586752983802589,0,-0.11351684888291588
6,0,7,1,94.44330464579241,0,2,87121,83.66167561528081,0.2340562468517398,3,31,3,4,93.17232502667328,36.13333333,0.23855177713527376,0,-0.5454205606731448
6,0,7,1,94.86316342982487,0,7,87141,97.47581491695063,-0.02634613766431479,3,30,3,4,93.18869600213468,39.83333333,0.20052958621297196,0,0.1628890857016529
6,0,7,1,94.60541680504502,0,7,586941,99.33388167454358,1.3944904925810653,3,31,3,4,93.34573243852745,49.85,0.19937529223326758,0,-1.0061531725588269
6,0,7,1,94.99028422220128,0,0,87181,92.48266455676082,-0.02690105809980506,2,31,3,4,93.26119072032759,24.8,0.8711385317865278,0,0.8132855286798614
6,0,7,1,94.70324314245363,0,0,87201,92.25570775697581,-0.0270860352431844,2,31,3,4,93.15123991856626,18.88333333,0.07453687545874634,0,0.4311028213767076
6,0,7,1,94.44330464579241,0,0,87221,91.78348512423064,-0.027455995103438192,2,31,3,3,93.17232502667328,23.25,0.1997599977117454,0,0.23034967822139352
6,0,7,1,94.86316342982487,0,0,87241,92.15811175045754,0.41870338696898424,2,30,3,3,93.18869600213468,29.61666667,0.07193516333632297,0,-0.2566327968875706
6,0,7,1,94.60541680504502,0,6,87281,92.54303806419696,-0.027640977845706308,2,31,3,3,93.34573243852745,26.06666667,-0.1422660246286007,0,0.3570275776615347
6,0,7,1,94.99028422220128,0,6,87291,92.92346630894006,-0.028380927858686917,2,31,3,3,93.26119072032759,17.5,-0.2473755353877396,0,0.37754726915589715
6,0,7,1,94.70324314245363,0,0,87561,92.25570775697581,-0.028565920186411218,2,31,3,5,93.15123991856626,23.05,-0.6735698343640386,0,0.16175042174327414
6,0,7,1,94.44330464579241,0,0,87581,91.78348512423064,-0.029120908951574476,2,31,3,5,93.17232502667328,18.2,-0.5350262042799366,0,0.315422913235142
6,0,7,1,94.86316342982487,0,76,87601,102.75487630273062,0.2070807891894059,2,30,3,5,93.18869600213468,27.95,-0.2057305767686878,0,0.8998851550951703
6,0,7,1,94.60541680504502,0,76,87621,105.09197740386098,0.2953343302254666,2,31,3,5,93.34573243852745,32.96666667,-0.49762070281427817,0,-0.19649187284490185
6,0,7,1,94.99028422220128,0,76,87651,100.14312531875849,0.39039976814719757,2,31,3,4,93.26119072032759,31.38333333,-0.7434995151218267,0,-0.29170780259004814
6,0,7,1,94.70324314245363,0,0,87671,92.25570775697581,-0.042817168795419906,2,31,3,4,93.15123991856626,22.95,-0.4595021383714198,0,0.74801249423314
6,0,7,1,94.44330464579241,0,0,87691,91.78348512423064,-0.04337272684457878,2,31,3,4,93.17232502667328,25.71666667,-0.6726974546232232,0,1.4312133566484821
6,0,7,1,94.86316342982487,0,49,87721,97.05248656273379,-0.04355791879386122,2,30,3,4,93.18869600213468,17.61666667,-0.1383071794632626,0,0.07565220185730945
6,0,7,1,94.60541680504502,4,31,87781,90.89874418720053,-0.0441135126195792,2,31,3,5,93.34573243852745,19.81666667,-0.015805341895333874,0,0.16194016986477291
6,0,7,1,94.99028422220128,4,25,87791,89.07420721812024,-0.044298716596780585,2,31,3,5,93.26119072032759,17.76666667,0.48327899179333816,0,0.023016943794317415
6,0,7,1,94.70324314245363,4,25,587691,90.06726399474623,0.3622867788722198,2,31,3,2,93.15123991856626,29.41666667,-0.3394983154953996,0,-0.7564755912674218
6,0,7,1,94.44330464579241,4,25,587701,87.88448014258815,0.7213745936486405,2,31,3,2,93.17232502667328,31.08333333,-0.1396263067597263,0,-0.32792765007501634
6,0,7,1,94.86316342982487,4,25,87811,89.13620646705328,-0.04522478232373924,2,30,3,2,93.18869600213468,14.83333333,-0.4980943737878913,0,0.16478779957334624
6,0,7,1,94.60541680504502,4,16,87821,100.338622357604,0.3095126957157955,2,31,3,2,93.34573243852745,35.1,0.08160385797532131,0,0.42577276079516774
6,0,7,1,94.99028422220128,4,16,87831,101.6879756226292,1.5226964150272118,2,31,3,2,93.26119072032759,25.5,0.32340611728342694,0,-0.5825145932945034
6,0,7,1,94.70324314245363,4,16,87831,100.05586862982513,0.887153338267091,2,31,3,2,93.15123991856626,36.46666667,0.6107497029817218,0,-0.37690794181543136
6,0,7,1,94.44330464579241,4,16,87841,99.41684896660287,1.2031321196794071,2,31,3,5,93.17232502667328,65.3,-0.535272341296815,0,0.022092261412583553
6,0,7,1,94.86316342982487,5,3,587801,83.17130149264193,-0.04707714810732504,2,30,3,5,93.18869600213468,17.11666667,0.19265238088277392,0,0.22023733403976262
6,0,7,1,94.60541680504502,5,11,87921,93.62931477242863,0.9103694005771064,2,31,3,5,93.34573243852745,45.31666667,-1.1336840647683588,0,-0.9613985070274959
6,0,7,1,94.99028422220128,5,14,587871,100.2225907171571,0.9426401866120657,2,31,3,3,93.26119072032759,42.95,-0.4983312931036891,0,-0.67677737047793
6,0,7,1,94.70324314245363,5,14,87961,100.6651716594957,-0.04170613163973414,2,31,3,3,93.15123991856626,19.28333333,-0.49856826837613233,0,-0.23405624685173973
6,0,7,1,94.44330464579241,5,14,87971,97.97146589317295,-0.03652260827605318,2,31,3,3,93.17232502667328,18.75,-0.49643750091891065,0,-0.29009847782132925
10,0,7,1,87.02269111278385,5,7,88021,97.47581491695063,-0.036892791565890405,3,30,2,3,92.53362390218228,33.3,0.3805348928956511,0,-0.23347057405872615
10,0,7,1,86.7775618455571,5,2,88041,83.18506814805723,0.12927443831092908,3,30,2,2,92.42616247418691,60.03333333,1.250578314547862,0,0.6782399537681062
10,0,7,1,86.51903178537108,6,3,88081,81.83803172790813,-0.037448085491653106,2,30,2,2,92.35859821148172,16.9,0.3792536539190214,0,0.4529014998899146
10,0,7,1,86.2547061169886,0,64,88401,102.39309294448726,0.11220636510440936,2,30,2,4,92.23435536564114,19.0,-1.1303551273161148,0,-0.5900739540335244
10,0,7,1,86.62608849017515,0,18,88431,92.53294649445515,-0.038003402512714876,2,29,2,4,92.30474856040735,23.15,0.6142465156260999,0,1.1350227030371076
10,0,7,1,87.02269111278385,0,18,88441,91.34403729914638,-0.03837362686090268,2,30,2,4,92.53362390218228,18.55,-0.2607831849561305,0,0.428212684347691
10,0,7,1,86.7775618455571,0,18,88451,93.15007976321627,-0.038558742973519564,2,30,2,4,92.42616247418691,19.25,-0.13793037454239798,0,0.7594304936577155
10,0,7,1,86.51903178537108,0,18,88461,91.56324649057153,-0.03633752039108286,2,30,2,3,92.35859821148172,16.9,-0.11052202286311429,0,-0.1368001942986222
10,0,7,1,86.2547061169886,0,2,88471,85.0574356602052,0.45199416912997353,3,30,2,3,92.23435536564114,36.96666667,1.042570724188705,0,-0.36883617828696613
10,0,7,1,86.62608849017515,0,2,88491,83.66167561528081,-0.03929923397860702,3,29,2,3,92.30474856040735,31.11666667,0.2517033473220588,0,-0.21849174170998892
10,0,7,1,87.02269111278385,1,2,88501,83.83353863936696,-0.03966949559264268,3,30,2,3,92.53362390218228,34.85,0.4800155244859814,0,0.16421806126792568
